FLAG,ASSET NAME,ASSET ID,LAST SEEN LOCATION,LAST SEEN TIME,LOCATIONS,LAST LATITUDE,LAST LONGITUDE,SHARED_TO,TYPE,GROUPS,DESCRIPTION,COMMENT,GPS TAG,BATTERY,CREATED AT,UPDATED AT
NONE,Tortoise,ESP-06-H,"San Cristobal County, EC",2020-06-15 16:05 EDT,Isla Espanola(about 4 hours),-1.36625289916992,-89.6933054924011,"","",Espanola 15,"16015526	6	H	2-3211169
","","","",2020-06-11 16:10 EDT,2020-06-15 16:04 EDT
NONE,Tortoise,ESP-05-M,"San Cristobal County, EC",2020-06-15 15:20 EDT,Isla Espanola(about 1 hour),-1.36592030525208,-89.6936273574829,"","",Espanola 15,"12068332	5	M	2-3210655
","","","",2020-06-11 15:53 EDT,2020-06-15 15:20 EDT
NONE,Tortoise,ESP-12-H,"San Cristobal County, EC",2020-06-15 15:15 EDT,Isla Espanola(about 8 hours),-1.36605978012085,-89.693455696106,"","",Espanola 15,"16064360	12	H	2-3210806
","","","",2020-06-11 16:16 EDT,2020-06-15 15:15 EDT
NONE,Tortoise,ESP-09-H,"San Cristobal County, EC",2020-06-15 15:04 EDT,Isla Espanola(about 1 hour),-1.36605978012085,-89.6931982040405,"","",Espanola 15,"016020535	9	H	2-3208797
","","","",2020-06-11 16:13 EDT,2020-06-15 15:04 EDT
NONE,Tortoise,ESP-07-H,"San Cristobal County, EC",2020-06-15 15:02 EDT,Isla Espanola(about 5 hours),-1.36613488197327,-89.6936058998108,"","",Espanola 15,17030541	7	H	2-3210215,"","","",2020-06-11 16:11 EDT,2020-06-15 15:02 EDT
NONE,Tortoise,ESP-03-H,"San Cristobal County, EC",2020-06-15 15:02 EDT,Isla Espanola(about 5 hours),-1.36595249176025,-89.6936273574829,"","",Espanola 15,"015514309	3	M	2-3211047
","","","",2020-06-11 15:39 EDT,2020-06-15 15:02 EDT
NONE,Tortoise,ESP-02-H,"San Cristobal County, EC",2020-06-15 14:59 EDT,Isla Espanola(about 5 hours),-1.3661777973175,-89.6933698654175,"","",Espanola 15,"016300370	2	H	2-3210525
","","","",2020-06-09 21:20 EDT,2020-06-15 14:59 EDT
NONE,Tortoise,ESP-08-H,"San Cristobal County, EC",2020-06-15 14:22 EDT,Isla Espanola(about 2 hours),-1.36624217033386,-89.6934127807617,"","",Espanola 15,"017535372	8	H	2-3210572
","","","",2020-06-11 16:12 EDT,2020-06-15 14:22 EDT
NONE,Tortoise,ESP-01-H,"San Cristobal County, EC",2020-06-15 13:52 EDT,Isla Espanola(about 2 hours),-1.36619925498962,-89.6926188468933,"","",Espanola 15,"16056375	1	H	2-3210269
","","","",2020-06-09 21:20 EDT,2020-06-15 13:52 EDT
NONE,Tortoise,ESP-15-M,"San Cristobal County, EC",2020-06-15 13:36 EDT,Isla Espanola(about 6 hours),-1.36457920074463,-89.697961807251,"","",Espanola 15,"41864112	15	M	2-3208844
","","","",2020-06-11 16:18 EDT,2020-06-15 13:35 EDT
NONE,Tortoise,ESP-04-H,"San Cristobal County, EC",2020-06-15 13:07 EDT,Isla Espanola(about 3 hours),-1.35337829589844,-89.6994853019714,"","",Espanola 15,"16112529	4	H	2-3210885
","","","",2020-06-11 15:41 EDT,2020-06-15 13:06 EDT
NONE,Tortoise,ESP-14-H,"San Cristobal County, EC",2020-06-15 12:13 EDT,Isla Espanola(about 4 hours),-1.36596322059631,-89.6934127807617,"","",Espanola 15,"051866528	14	H	2-3211142
","","","",2020-06-11 16:17 EDT,2020-06-15 12:13 EDT
NONE,Tortoise,ESP-11-H,"San Cristobal County, EC",2020-06-15 09:58 EDT,Isla Espanola(about 6 hours),-1.34964466094971,-89.6999573707581,"","",Espanola 15,"017559068	11	H	2-3210163
","","","",2020-06-11 16:15 EDT,2020-06-15 09:58 EDT
NONE,Tortoise,ESP-10-H,"San Cristobal County, EC",2020-06-15 09:56 EDT,Isla Espanola(about 6 hours),-1.34965538978577,-89.6999788284302,"","",Espanola 15,"015775105	10	H	2-3209885
","","","",2020-06-11 16:14 EDT,2020-06-15 09:55 EDT
NONE,Tortoise,ESP-13-H,"12 de Febrero, Puerto Ayora, EC",2020-06-14 21:55 EDT,Santa Cruz Island(3 days),-0.746394395828247,-90.3090763092041,"","",Espanola 15,"42075028	13	H	2-3207626
","","","",2020-06-11 16:17 EDT,2020-06-14 21:55 EDT

